Bitcoin,https://coinmarketcap.com/currencies/bitcoin/,10081.4493504
Ethereum,https://coinmarketcap.com/currencies/ethereum/,178.062548639
XRP,https://coinmarketcap.com/currencies/ripple/,0.254652648493
Bitcoin Cash,https://coinmarketcap.com/currencies/bitcoin-cash/,296.893369809
Litecoin,https://coinmarketcap.com/currencies/litecoin/,69.2637048774
Tether,https://coinmarketcap.com/currencies/tether/,1.00276451305
EOS,https://coinmarketcap.com/currencies/eos/,3.69735282306
Binance Coin,https://coinmarketcap.com/currencies/binance-coin/,21.0574569051
Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,118.567892843
Monero,https://coinmarketcap.com/currencies/monero/,73.246613046
Cardano,https://coinmarketcap.com/currencies/cardano/,0.0450732047331
Stellar,https://coinmarketcap.com/currencies/stellar/,0.0588045287268
UNUS SED LEO,https://coinmarketcap.com/currencies/unus-sed-leo/,1.05622378818
Huobi Token,https://coinmarketcap.com/currencies/huobi-token/,4.15956696105
TRON,https://coinmarketcap.com/currencies/tron/,0.0150513823608
Dash,https://coinmarketcap.com/currencies/dash/,83.7185743483
Ethereum Classic,https://coinmarketcap.com/currencies/ethereum-classic/,6.2683560345
Tezos,https://coinmarketcap.com/currencies/tezos/,1.00173707309
IOTA,https://coinmarketcap.com/currencies/iota/,0.237467582662
NEO,https://coinmarketcap.com/currencies/neo/,8.79957863646
Chainlink,https://coinmarketcap.com/currencies/chainlink/,1.74914149981
Maker,https://coinmarketcap.com/currencies/maker/,482.815846102
Cosmos,https://coinmarketcap.com/currencies/cosmos/,2.47866493408
USD Coin,https://coinmarketcap.com/currencies/usd-coin/,1.00387261549
Ontology,https://coinmarketcap.com/currencies/ontology/,0.733248888128
NEM,https://coinmarketcap.com/currencies/nem/,0.0429787465407
Crypto.com Coin,https://coinmarketcap.com/currencies/crypto-com-coin/,0.0379331866673
Zcash,https://coinmarketcap.com/currencies/zcash/,44.723538949
Dogecoin,https://coinmarketcap.com/currencies/dogecoin/,0.00240809896862
HedgeTrade,https://coinmarketcap.com/currencies/hedgetrade/,0.910528071643
V Systems,https://coinmarketcap.com/currencies/v-systems/,0.140104978639
Paxos Standar...,https://coinmarketcap.com/currencies/paxos-standard-token/,1.00289244732
Decred,https://coinmarketcap.com/currencies/decred/,22.8424847611
Basic Attenti...,https://coinmarketcap.com/currencies/basic-attention-token/,0.169782789395
VeChain,https://coinmarketcap.com/currencies/vechain/,0.00381013202202
TrueUSD,https://coinmarketcap.com/currencies/trueusd/,1.00349988909
Qtum,https://coinmarketcap.com/currencies/qtum/,1.99073768454
Bitcoin Gold,https://coinmarketcap.com/currencies/bitcoin-gold/,10.2533158166
ZB,https://coinmarketcap.com/currencies/zb/,0.342938378599
OmiseGO,https://coinmarketcap.com/currencies/omisego/,1.04361840588
KuCoin Shares,https://coinmarketcap.com/currencies/kucoin-shares/,1.54526964771
Ravencoin,https://coinmarketcap.com/currencies/ravencoin/,0.0304570261521
BitTorrent,https://coinmarketcap.com/currencies/bittorrent/,0.000569424419638
Nano,https://coinmarketcap.com/currencies/nano/,0.897006869621
Lisk,https://coinmarketcap.com/currencies/lisk/,0.978201618076
Insight Chain,https://coinmarketcap.com/currencies/insight-chain/,0.331116281465
Augur,https://coinmarketcap.com/currencies/augur/,10.2540978634
Bitcoin Diamond,https://coinmarketcap.com/currencies/bitcoin-diamond/,0.60423651707
Holo,https://coinmarketcap.com/currencies/holo/,0.000840566505347
Algorand,https://coinmarketcap.com/currencies/algorand/,0.345321632284
Waves,https://coinmarketcap.com/currencies/waves/,1.0265523962
THETA,https://coinmarketcap.com/currencies/theta/,0.114087626285
DigiByte,https://coinmarketcap.com/currencies/digibyte/,0.0078988415162
MaidSafeCoin,https://coinmarketcap.com/currencies/maidsafecoin/,0.212332878883
ICON,https://coinmarketcap.com/currencies/icon/,0.194159628793
0x,https://coinmarketcap.com/currencies/0x/,0.158780591683
BitShares,https://coinmarketcap.com/currencies/bitshares/,0.0342847829376
Lambda,https://coinmarketcap.com/currencies/lambda/,0.14222793595
HyperCash,https://coinmarketcap.com/currencies/hypercash/,2.05369149253
Bytecoin,https://coinmarketcap.com/currencies/bytecoin-bcn/,0.000482709769791
IOST,https://coinmarketcap.com/currencies/iostoken/,0.00699507475422
Pundi X,https://coinmarketcap.com/currencies/pundi-x/,0.000356380668792
Komodo,https://coinmarketcap.com/currencies/komodo/,0.67708018067
Aurora,https://coinmarketcap.com/currencies/aurora/,0.0119903038457
Dai,https://coinmarketcap.com/currencies/dai/,0.988462314729
Siacoin,https://coinmarketcap.com/currencies/siacoin/,0.00181116308302
Bytom,https://coinmarketcap.com/currencies/bytom/,0.0745587673498
Verge,https://coinmarketcap.com/currencies/verge/,0.00446790477335
RIF Token,https://coinmarketcap.com/currencies/rif-token/,0.137162415796
Nash Exchange,https://coinmarketcap.com/currencies/nash-exchange/,1.84091427034
MonaCoin,https://coinmarketcap.com/currencies/monacoin/,0.995275893408
Quant,https://coinmarketcap.com/currencies/quant/,5.25678820117
Energi,https://coinmarketcap.com/currencies/energi/,2.898243681
